D:\Data\IMG\center_2019_03_30_21_21_14_503.jpg, D:\Data\IMG\left_2019_03_30_21_21_14_503.jpg, D:\Data\IMG\right_2019_03_30_21_21_14_503.jpg, 0, 1, 0, 5.608271
D:\Data\IMG\center_2019_03_30_21_21_14_608.jpg, D:\Data\IMG\left_2019_03_30_21_21_14_608.jpg, D:\Data\IMG\right_2019_03_30_21_21_14_608.jpg, 0, 1, 0, 6.756331
D:\Data\IMG\center_2019_03_30_21_21_14_718.jpg, D:\Data\IMG\left_2019_03_30_21_21_14_718.jpg, D:\Data\IMG\right_2019_03_30_21_21_14_718.jpg, 0, 1, 0, 8.119285
D:\Data\IMG\center_2019_03_30_21_21_14_820.jpg, D:\Data\IMG\left_2019_03_30_21_21_14_820.jpg, D:\Data\IMG\right_2019_03_30_21_21_14_820.jpg, 0, 1, 0, 9.242939
D:\Data\IMG\center_2019_03_30_21_21_14_921.jpg, D:\Data\IMG\left_2019_03_30_21_21_14_921.jpg, D:\Data\IMG\right_2019_03_30_21_21_14_921.jpg, -0.01248138, 1, 0, 10.34759
D:\Data\IMG\center_2019_03_30_21_21_15_023.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_023.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_023.jpg, 0, 1, 0, 11.54739
D:\Data\IMG\center_2019_03_30_21_21_15_134.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_134.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_134.jpg, 0, 1, 0, 12.72715
D:\Data\IMG\center_2019_03_30_21_21_15_244.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_244.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_244.jpg, 0, 1, 0, 13.73797
D:\Data\IMG\center_2019_03_30_21_21_15_356.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_356.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_356.jpg, 0, 1, 0, 14.98573
D:\Data\IMG\center_2019_03_30_21_21_15_463.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_463.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_463.jpg, 0, 1, 0, 16.28721
D:\Data\IMG\center_2019_03_30_21_21_15_565.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_565.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_565.jpg, 0, 1, 0, 17.0967
D:\Data\IMG\center_2019_03_30_21_21_15_676.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_676.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_676.jpg, -0.03454746, 1, 0, 18.36842
D:\Data\IMG\center_2019_03_30_21_21_15_778.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_778.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_778.jpg, -0.04099616, 1, 0, 19.52912
D:\Data\IMG\center_2019_03_30_21_21_15_885.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_885.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_885.jpg, 0, 1, 0, 20.42652
D:\Data\IMG\center_2019_03_30_21_21_15_985.jpg, D:\Data\IMG\left_2019_03_30_21_21_15_985.jpg, D:\Data\IMG\right_2019_03_30_21_21_15_985.jpg, 0, 1, 0, 21.50851
D:\Data\IMG\center_2019_03_30_21_21_16_092.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_092.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_092.jpg, 0, 1, 0, 22.67915
D:\Data\IMG\center_2019_03_30_21_21_16_198.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_198.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_198.jpg, 0, 1, 0, 23.64014
D:\Data\IMG\center_2019_03_30_21_21_16_300.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_300.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_300.jpg, 0, 1, 0, 24.61413
D:\Data\IMG\center_2019_03_30_21_21_16_403.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_403.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_403.jpg, 0, 1, 0, 25.57183
D:\Data\IMG\center_2019_03_30_21_21_16_507.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_507.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_507.jpg, 0, 1, 0, 26.52115
D:\Data\IMG\center_2019_03_30_21_21_16_612.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_612.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_612.jpg, -0.1084619, 1, 0, 27.612
D:\Data\IMG\center_2019_03_30_21_21_16_720.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_720.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_720.jpg, 0, 1, 0, 28.53833
D:\Data\IMG\center_2019_03_30_21_21_16_820.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_820.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_820.jpg, 0, 1, 0, 29.45728
D:\Data\IMG\center_2019_03_30_21_21_16_923.jpg, D:\Data\IMG\left_2019_03_30_21_21_16_923.jpg, D:\Data\IMG\right_2019_03_30_21_21_16_923.jpg, 0, 1, 0, 30.19204
D:\Data\IMG\center_2019_03_30_21_21_17_034.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_034.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_034.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_17_136.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_136.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_136.jpg, 0, 1, 0, 30.18993
D:\Data\IMG\center_2019_03_30_21_21_17_243.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_243.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_243.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_17_356.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_356.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_356.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_17_461.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_461.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_461.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_17_561.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_561.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_561.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_17_669.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_669.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_669.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_17_783.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_783.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_783.jpg, 0, 1, 0, 30.18998
D:\Data\IMG\center_2019_03_30_21_21_17_891.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_891.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_891.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_17_993.jpg, D:\Data\IMG\left_2019_03_30_21_21_17_993.jpg, D:\Data\IMG\right_2019_03_30_21_21_17_993.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_18_096.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_096.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_096.jpg, 0, 1, 0, 30.18998
D:\Data\IMG\center_2019_03_30_21_21_18_197.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_197.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_197.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_18_303.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_303.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_303.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_18_406.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_406.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_406.jpg, 0, 1, 0, 30.18996
D:\Data\IMG\center_2019_03_30_21_21_18_513.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_513.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_513.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_18_625.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_625.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_625.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_18_731.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_731.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_731.jpg, 0, 1, 0, 30.18996
D:\Data\IMG\center_2019_03_30_21_21_18_840.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_840.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_840.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_18_952.jpg, D:\Data\IMG\left_2019_03_30_21_21_18_952.jpg, D:\Data\IMG\right_2019_03_30_21_21_18_952.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_19_063.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_063.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_063.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_19_174.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_174.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_174.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_19_276.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_276.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_276.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_19_385.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_385.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_385.jpg, 0, 1, 0, 30.18996
D:\Data\IMG\center_2019_03_30_21_21_19_491.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_491.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_491.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_19_592.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_592.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_592.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_19_700.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_700.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_700.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_19_801.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_801.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_801.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2019_03_30_21_21_19_914.jpg, D:\Data\IMG\left_2019_03_30_21_21_19_914.jpg, D:\Data\IMG\right_2019_03_30_21_21_19_914.jpg, 0, 1, 0, 30.18999
D:\Data\IMG\center_2019_03_30_21_21_20_014.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_014.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_014.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_20_123.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_123.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_123.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_20_227.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_227.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_227.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_20_336.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_336.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_336.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_20_440.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_440.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_440.jpg, -0.3108451, 1, 0, 30.16643
D:\Data\IMG\center_2019_03_30_21_21_20_549.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_549.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_549.jpg, -0.02026575, 1, 0, 30.18939
D:\Data\IMG\center_2019_03_30_21_21_20_655.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_655.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_655.jpg, 0, 1, 0, 30.18984
D:\Data\IMG\center_2019_03_30_21_21_20_760.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_760.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_760.jpg, 0, 1, 0, 30.19003
D:\Data\IMG\center_2019_03_30_21_21_20_873.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_873.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_873.jpg, 0, 1, 0, 30.19006
D:\Data\IMG\center_2019_03_30_21_21_20_976.jpg, D:\Data\IMG\left_2019_03_30_21_21_20_976.jpg, D:\Data\IMG\right_2019_03_30_21_21_20_976.jpg, 0.3088861, 1, 0, 30.16568
D:\Data\IMG\center_2019_03_30_21_21_21_086.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_086.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_086.jpg, 0.02221077, 1, 0, 30.18954
D:\Data\IMG\center_2019_03_30_21_21_21_189.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_189.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_189.jpg, 0, 1, 0, 30.18969
D:\Data\IMG\center_2019_03_30_21_21_21_300.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_300.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_300.jpg, 0, 1, 0, 30.18992
D:\Data\IMG\center_2019_03_30_21_21_21_409.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_409.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_409.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_21_512.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_512.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_512.jpg, -0.1064055, 1, 0, 30.18699
D:\Data\IMG\center_2019_03_30_21_21_21_622.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_622.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_622.jpg, 0, 1, 0, 30.18996
D:\Data\IMG\center_2019_03_30_21_21_21_730.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_730.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_730.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2019_03_30_21_21_21_829.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_829.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_829.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2019_03_30_21_21_21_930.jpg, D:\Data\IMG\left_2019_03_30_21_21_21_930.jpg, D:\Data\IMG\right_2019_03_30_21_21_21_930.jpg, -0.07555057, 1, 0, 30.18867
D:\Data\IMG\center_2019_03_30_21_21_22_040.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_040.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_040.jpg, -0.2289641, 1, 0, 30.18213
D:\Data\IMG\center_2019_03_30_21_21_22_150.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_150.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_150.jpg, 0, 1, 0, 30.18859
D:\Data\IMG\center_2019_03_30_21_21_22_254.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_254.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_254.jpg, 0, 1, 0, 30.12486
D:\Data\IMG\center_2019_03_30_21_21_22_365.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_365.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_365.jpg, 0, 1, 0, 30.60214
D:\Data\IMG\center_2019_03_30_21_21_22_471.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_471.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_471.jpg, 0, 1, 0, 30.12317
D:\Data\IMG\center_2019_03_30_21_21_22_573.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_573.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_573.jpg, 0, 1, 0, 29.95344
D:\Data\IMG\center_2019_03_30_21_21_22_676.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_676.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_676.jpg, 0, 1, 0, 30.18999
D:\Data\IMG\center_2019_03_30_21_21_22_778.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_778.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_778.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2019_03_30_21_21_22_890.jpg, D:\Data\IMG\left_2019_03_30_21_21_22_890.jpg, D:\Data\IMG\right_2019_03_30_21_21_22_890.jpg, 0, 1, 0, 30.19065
D:\Data\IMG\center_2019_03_30_21_21_23_000.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_000.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_000.jpg, 0, 1, 0, 30.1904
D:\Data\IMG\center_2019_03_30_21_21_23_108.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_108.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_108.jpg, 0, 1, 0, 30.19036
D:\Data\IMG\center_2019_03_30_21_21_23_212.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_212.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_212.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2019_03_30_21_21_23_323.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_323.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_323.jpg, 0, 0.8712515, 0, 30.17595
D:\Data\IMG\center_2019_03_30_21_21_23_434.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_434.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_434.jpg, 0, 0.5396009, 0, 30.08259
D:\Data\IMG\center_2019_03_30_21_21_23_545.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_545.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_545.jpg, 0, 0.240344, 0, 30.00933
D:\Data\IMG\center_2019_03_30_21_21_23_654.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_654.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_654.jpg, -0.04305946, 0, 0, 29.72156
D:\Data\IMG\center_2019_03_30_21_21_23_765.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_765.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_765.jpg, -0.2134942, 0, 0, 29.36713
D:\Data\IMG\center_2019_03_30_21_21_23_862.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_862.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_862.jpg, 0, 0, 0, 29.07123
D:\Data\IMG\center_2019_03_30_21_21_23_964.jpg, D:\Data\IMG\left_2019_03_30_21_21_23_964.jpg, D:\Data\IMG\right_2019_03_30_21_21_23_964.jpg, 0, 0, 0, 28.7778
D:\Data\IMG\center_2019_03_30_21_21_24_073.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_073.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_073.jpg, 0, 0, 0, 28.43109
D:\Data\IMG\center_2019_03_30_21_21_24_175.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_175.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_175.jpg, 0, 0, 0, 28.1456
D:\Data\IMG\center_2019_03_30_21_21_24_278.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_278.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_278.jpg, 0, 0, 0, 27.86299
D:\Data\IMG\center_2019_03_30_21_21_24_384.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_384.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_384.jpg, 0, 0, 0, 27.58321
D:\Data\IMG\center_2019_03_30_21_21_24_486.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_486.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_486.jpg, 0, 0, 0, 27.30624
D:\Data\IMG\center_2019_03_30_21_21_24_596.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_596.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_596.jpg, -0.04820172, 0, 0, 26.97701
D:\Data\IMG\center_2019_03_30_21_21_24_700.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_700.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_700.jpg, -0.1829189, 0, 0, 26.66259
D:\Data\IMG\center_2019_03_30_21_21_24_800.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_800.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_800.jpg, 0, 0, 0, 26.39324
D:\Data\IMG\center_2019_03_30_21_21_24_903.jpg, D:\Data\IMG\left_2019_03_30_21_21_24_903.jpg, D:\Data\IMG\right_2019_03_30_21_21_24_903.jpg, 0, 0, 0, 26.12704
D:\Data\IMG\center_2019_03_30_21_21_25_002.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_002.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_002.jpg, 0, 0, 0, 25.86452
D:\Data\IMG\center_2019_03_30_21_21_25_111.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_111.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_111.jpg, 0, 0, 0, 25.60481
D:\Data\IMG\center_2019_03_30_21_21_25_213.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_213.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_213.jpg, -0.07432623, 0, 0, 25.29507
D:\Data\IMG\center_2019_03_30_21_21_25_322.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_322.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_322.jpg, -0.2986294, 0, 0, 24.96851
D:\Data\IMG\center_2019_03_30_21_21_25_426.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_426.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_426.jpg, -0.02001806, 0, 0, 24.71367
D:\Data\IMG\center_2019_03_30_21_21_25_532.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_532.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_532.jpg, 0, 0, 0, 24.41134
D:\Data\IMG\center_2019_03_30_21_21_25_640.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_640.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_640.jpg, 0, 0, 0, 24.16577
D:\Data\IMG\center_2019_03_30_21_21_25_746.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_746.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_746.jpg, 0, 0, 0, 23.92305
D:\Data\IMG\center_2019_03_30_21_21_25_856.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_856.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_856.jpg, -0.3284325, 0, 0, 23.58168
D:\Data\IMG\center_2019_03_30_21_21_25_960.jpg, D:\Data\IMG\left_2019_03_30_21_21_25_960.jpg, D:\Data\IMG\right_2019_03_30_21_21_25_960.jpg, -0.0152654, 0, 0, 23.3355
D:\Data\IMG\center_2019_03_30_21_21_26_071.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_071.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_071.jpg, 0, 0, 0, 23.09686
D:\Data\IMG\center_2019_03_30_21_21_26_181.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_181.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_181.jpg, -0.2200764, 0, 0, 22.80513
D:\Data\IMG\center_2019_03_30_21_21_26_287.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_287.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_287.jpg, 0, 0, 0, 22.57214
D:\Data\IMG\center_2019_03_30_21_21_26_389.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_389.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_389.jpg, -0.1768375, 0, 0, 22.33912
D:\Data\IMG\center_2019_03_30_21_21_26_494.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_494.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_494.jpg, -0.1214413, 0, 0, 22.02125
D:\Data\IMG\center_2019_03_30_21_21_26_602.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_602.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_602.jpg, -0.4490877, 0, 0, 21.74156
D:\Data\IMG\center_2019_03_30_21_21_26_709.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_709.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_709.jpg, -0.4593069, 0, 0, 21.47741
D:\Data\IMG\center_2019_03_30_21_21_26_814.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_814.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_814.jpg, -0.3656109, 0, 0, 21.12689
D:\Data\IMG\center_2019_03_30_21_21_26_924.jpg, D:\Data\IMG\left_2019_03_30_21_21_26_924.jpg, D:\Data\IMG\right_2019_03_30_21_21_26_924.jpg, -0.4917381, 0, 0, 20.88085
